,age,campaign,previous,target,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,marital_modified_married,marital_modified_single,loan_mod_yes
3992,56,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3993,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3994,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3995,38,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
3996,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3997,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3998,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3999,33,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4000,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4001,69,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4002,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
4003,42,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4004,23,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4005,35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4006,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4007,29,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4008,30,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4009,31,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4010,33,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4011,30,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4012,55,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4013,54,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
4014,50,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4015,57,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4016,26,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4017,38,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4018,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4019,34,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4020,34,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4021,44,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4022,29,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4023,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4024,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4025,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4026,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4027,46,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4028,32,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4029,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4030,25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
4031,38,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
4032,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4033,50,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4034,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4035,44,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4036,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4037,33,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4038,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4039,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4040,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4041,42,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4042,54,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4043,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4044,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4045,48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4046,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4047,67,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4048,24,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4049,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4050,54,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4051,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4052,27,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4053,39,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4054,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
4055,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4056,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4057,41,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4058,58,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4059,40,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4060,32,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4061,76,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4062,37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4063,33,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4064,42,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4065,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4066,37,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4067,58,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4068,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4069,37,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4070,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4071,31,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4072,39,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4073,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4074,53,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4075,40,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4076,48,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
4077,54,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4078,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4079,53,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
4080,35,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4081,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4082,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4083,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
4084,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4085,31,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4086,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4087,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4088,55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4089,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4090,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4091,46,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4092,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4093,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4094,43,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4095,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4096,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4097,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4098,35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4099,53,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
4100,37,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4101,39,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4102,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4103,58,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4104,33,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4105,58,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4106,58,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4108,44,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4109,39,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4110,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4111,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4112,35,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4113,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4114,44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4115,30,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4116,31,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4117,33,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4118,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4119,38,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4120,47,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4121,36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4122,57,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4123,45,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4124,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
4125,46,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4126,51,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4127,25,2,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
4128,34,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4129,37,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4130,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4131,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4132,52,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4133,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
4134,45,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4135,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4136,30,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4137,34,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4138,51,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4139,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4140,46,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4141,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4142,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
4143,49,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4144,53,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4145,28,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4146,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4147,57,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4148,25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4149,44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4150,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
4151,56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152,38,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4153,43,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4154,40,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4155,56,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4156,24,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4157,36,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4158,42,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
4159,35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4160,60,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4161,39,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4162,34,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
4163,28,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4164,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4165,48,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4166,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4167,61,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4168,38,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4169,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4170,41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4171,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4172,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4173,36,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4174,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4175,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4176,34,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4177,21,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4178,53,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4179,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4180,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4181,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4182,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4183,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4184,36,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4185,39,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4186,50,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4187,37,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4188,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4189,62,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4190,45,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4191,55,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4192,38,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4193,48,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
4194,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4195,54,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4196,45,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4197,39,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4198,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4199,34,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4200,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4201,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4202,50,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4203,44,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4204,31,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4205,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4206,45,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4207,35,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4208,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4209,32,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4210,59,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4211,48,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4212,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4213,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4214,37,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4215,33,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4216,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4217,27,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4218,44,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4219,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4220,28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4221,49,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4222,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
4223,55,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4224,44,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4225,58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4226,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4227,45,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4228,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4229,36,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
4230,39,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4231,39,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
4232,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4233,36,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4234,67,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4235,42,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4236,35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4237,40,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4238,47,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4239,36,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4240,46,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4241,38,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4242,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4243,55,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4244,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4245,72,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4246,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4247,50,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4248,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4249,30,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
4250,37,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4251,43,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4252,49,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4253,35,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4254,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4255,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4256,35,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4257,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4258,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4259,41,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4260,28,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4261,42,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4262,38,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4263,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
4264,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4265,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
4266,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4267,32,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4268,44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4269,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4270,35,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4271,30,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4272,33,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4273,48,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
